Response,Error,original_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
False,Movie not found!,Those who fear are dead,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Poshter Girl,Poshter Girl,2016,Not Rated,12 Feb 2016,140 min,Comedy,Sameer Patil,"Hemant Dhome, Guru Thakur","Madhav Abhyankar, Hemant Dhome, Anand Ingle","Poshter Girl takes you on a mad roller coaster ride of a quaint, little village in Maharashtra - Tekawde, which is ill-famous for female infanticide and as a result there are no girls left within the village. When the question of ...",Marathi,India,2 nominations total,https://m.media-amazon.com/images/M/MV5BODllZTY0YjQtMjM4OC00MGJlLWIwOGMtOGYzMzUxNWY5MGMwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,371,tt5323386,movie,N/A,N/A,N/A,N/A,
True,,3000 Nights,3000 Nights,2015,N/A,12 May 2016,103 min,Drama,Mai Masri,Mai Masri,"Maisa Abd Elhadi, Nadira Omran, Rakeen Saad","A young Palestinian schoolteacher gives birth to her son in an Israeli prison where she fights to protect him, survive and maintain hope.","Arabic, Hebrew","Occupied Palestinian Territory, France, Jordan, Lebanon, Qatar, United Arab Emirates",7 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTU1NzY2MDk3NF5BMl5BanBnXkFtZTgwMDMwODg4NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"1,273",tt3815424,movie,N/A,N/A,N/A,N/A,
True,,Wazir,Wazir,2016,Not Rated,08 Jan 2016,103 min,"Crime, Drama, Mystery",Bejoy Nambiar,"Vidhu Vinod Chopra, Abhijat Joshi, Bejoy Nambiar","Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari",A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.,Hindi,India,9 nominations total,https://m.media-amazon.com/images/M/MV5BMTUzNDU4NDMyOV5BMl5BanBnXkFtZTgwNjcyNzU0NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",N/A,7.1,"20,424",tt0315642,movie,N/A,"$1,124,045",N/A,N/A,
True,,Motu Patlu: King Of Kings,Motu Patlu: King of Kings,2016,TV-Y7,14 Oct 2016,110 min,"Animation, Adventure, Comedy",Suhas Kadav,"Dheeraj Berry, Calpesh Patil, Kripa Shankar","Saurav Chakraborty, Vinay Pathak","Motu and Patlu help Guddu, a circus lion, return to the jungle, which an evil poacher, Narsimha, dominates. The duo teams up with the animals to combat him and restore peace.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYjQ2M2EyYzMtMWQ1MC00ODMxLWFmZTAtYjBkYThkNjk4Y2YzXkEyXkFqcGdeQXVyNzMyNjk4NDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,190,tt6278732,movie,N/A,N/A,N/A,N/A,
True,,The Love Affair,The Love Affair,2015,N/A,08 Mar 2019,125 min,"Drama, Romance",Nuel C. Naval,Vanessa R. Valdez,"Dawn Zulueta, Richard Gomez, Bea Alonzo",A married couple is on the verge of annulment after the husband discovers his wife having an affair with his best friend. He then consults a lawyer who just broke up with her boyfriend.,"Filipino, Tagalog",Philippines,2 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BMTcyNGUzZDAtYWVjOC00YjJlLTlmM2YtMzk0MjljMTEyYjgyXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,301,tt4202506,movie,N/A,N/A,N/A,N/A,
True,,Everyday I Love You,Everyday I Love You,2015,N/A,06 Nov 2015,122 min,"Drama, Romance",Mae Cruz-Alviar,"Roumella Monge, John Raphael Gonzaga, Vanessa R. Valdez","Enrique Gil, Liza Soberano, Gerald Anderson",Two people bound together on the same journey of life fall for each other in an unexpected way.,"Filipino, English, Hiligaynon",Philippines,2 nominations total,https://m.media-amazon.com/images/M/MV5BNTNhYTgwZDctNjVmMi00ODk0LTk5MjEtZTdhNzYzMmFhZTQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,562,tt4944460,movie,N/A,N/A,N/A,N/A,
True,,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,2016,N/A,26 Aug 2016,75 min,Comedy,Jaime Eliezer Karas,N/A,"Jeff Foxworthy, Nick Hoff, Larry the Cable Guy",Comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNWNkMGExMGMtMmU5OC00MGI1LTkzY2QtZGE5ODYzNmMwM2VkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,710,tt5571712,movie,N/A,N/A,N/A,N/A,
True,,Spark,Spark,1998,Not Rated,16 Jan 1998,103 min,"Drama, Thriller",Garret Williams,Garret Williams,"Terrence Howard, Nicole Ari Parker, Brendan Sexton III","Academy Award nominee Terrence Howard and Nicole Ari Parker star as a young African American couple who must find a way to survive when their car breaks down in a backwater, violent racist town.Byron (Howard--Hustle &amp; Flow) and Ni...",N/A,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTkyODE3Mzk2Ml5BMl5BanBnXkFtZTcwNDk5MTU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,256,tt0159765,movie,N/A,N/A,N/A,N/A,
True,,The CEO,The CEO,2016,PG-13,04 May 2016,105 min,"Drama, Mystery, Thriller",Kunle Afolayan,Tunde Babalola,"Angélique Kidjo, Wale Ojo, Jimmy Jean-Louis","Five top-level staff of a company are selected for a retreat where the new CEO of a global company will be chosen. What starts off as cordial soon goes sour as they attempt to outdo one another to be named ""The CEO.""","English, French, Arabic, Yoruba, Swahili, Chinese",Nigeria,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTk3MTY4NTU4Ml5BMl5BanBnXkFtZTgwOTY0MTc4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,137,tt5036924,movie,N/A,N/A,N/A,N/A,
True,,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),2015,TV-MA,22 May 2015,78 min,Comedy,Lance Bangs,Jen Kirkman,"Jen Kirkman, Kelly Patton, Wilder S. Patton","Jen Kirkman's original comedy special delivers some sharp, hilarious truths about life at 40 as filmed at the North Door in Austin, Texas.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWI5ZTA3NTAtMTkwYS00NjMyLWJlNmQtZmYwMDUzZmRlOGQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,648",tt4703660,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Pac’s Scary Halloween,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Love Storm,Love Storm,2016,N/A,N/A,N/A,"Short, Romance",Angelo Agojo,"Angelo Agojo, Georgia Jauslin",N/A,"Introverted music major Austin is secretly a superhero named ""The Storm Maestro"", who uses his voice to magically transform to his alter-ego. His powers gives him all access to the elements...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4781600,movie,N/A,N/A,N/A,N/A,
True,,Reggie Watts: Spatial,Reggie Watts: Spatial,2016,N/A,06 Dec 2016,61 min,"Comedy, Music",Benjamin Dickinson,N/A,"Rory Scovel, Reggie Watts","Completely improvised show weaving together sketches, short stories, and dream sequences, filmed live on a soundstage in Los Angeles, Watts waxes poetic about flight, grits, and guns.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTA1NDBmNjItNWVjZi00YzhhLWIxZmUtZjZlYjRhYjJlNjcyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,557,tt5861260,movie,06 Dec 2016,N/A,Netflix,N/A,
False,Movie not found!,Close Your Eyes Before It's Dark,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Best Lover,Best Lover,2016,N/A,14 Nov 2016,35 min,"Drama, Romance",N/A,N/A,"Lee Da-hae, Mi Zhou, Wang Qiu Zi","Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.",N/A,"South Korea, China",N/A,https://m.media-amazon.com/images/M/MV5BZWNhZGMxMmEtZTA1Ni00Mjc2LTkzZTYtZDk0ZDhmZTJmOWM0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,109,tt9874364,series,,,,,N/A
True,,Aerials,Aerials,2016,N/A,N/A,90 min,"Drama, Sci-Fi, Thriller",S.A. Zaidi,"Ghanem Ghubash, S.A. Zaidi","Saga Alyasery, Ana Druzhynina, Mansoor Al-Fili",Earth is invaded by Aliens from outer space. An intermarried couple living in the city of Dubai are confined to their home due to the uncertainty of the situation. Disconnected from the world outside due to the loss of communicati...,"English, Arabic",United Arab Emirates,N/A,https://m.media-amazon.com/images/M/MV5BMTYxNDQ4ODQ4OV5BMl5BanBnXkFtZTgwMzU1MTg2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '1.5/10'}]",N/A,1.5,429,tt5314138,movie,N/A,N/A,N/A,N/A,
True,,Chhota Bheem in African Safari,Chhota Bheem in African Safari,2015,N/A,N/A,62 min,Animation,Binayak Das,N/A,"Jigna Bhardwaj, Rupa Bhimani, Sonal Kaushal","The kids visit Africa to see how the tribals live in harmony with nature. But when they reach, they see that the place has been taken over by the chieftain Hatari. Persistent drought is just one effect of his magical powers. Bheem...",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWE1OTc1ZjEtMjFjYy00ZDFmLWIxN2UtNWEwYThjYzEwNjliXkEyXkFqcGdeQXVyNzQ1NzI2ODU@._V1_SX300.jpg,[],N/A,N/A,18,tt6418390,movie,N/A,N/A,N/A,N/A,
True,,Meet The in-Laws,Meet the In-Laws,2012,N/A,03 Aug 2012,94 min,Comedy,Hai-shu Li,"Yanwei Huang, Hai-shu Li","Shao-Tung Chou, Shiu-Hung Hui, Peng Lin","Hyun-Joon (Song Sae-Byeok) is a comic book artist from the Jeolla-do region, now working in the capital city of Seoul. One day he meets Da-Hong (Lee Si-Young), a fan of his who is from the port city of Pusan. The couple's relation...",Mandarin,China,N/A,https://m.media-amazon.com/images/M/MV5BZjlhOGFiYzktMjMxZS00ZjNmLWEyNDktMTgwZDcwODQ2ZjgxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,160,tt2459282,movie,N/A,N/A,N/A,N/A,
True,,Brother Jekwu,Brother Jekwu,2016,N/A,N/A,103 min,Comedy,Charles Uwagbai,Mike Ezuruonye,"Derrick Aduwo, Kevin Airende, Eunice Anyonje Amatika","Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord.",English,Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BNjA5OGYyZjctZjcwYy00ODZmLWExZTAtZDJmMzgzNDM4ZDc0XkEyXkFqcGdeQXVyMjQ1NTU3Nzg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8857316,movie,N/A,N/A,N/A,N/A,
True,,Hans Teeuwen: Echte Rancune,Hans Teeuwen: Echte rancune,2018,N/A,09 Mar 2018,103 min,"Documentary, Comedy",N/A,Hans Teeuwen,Hans Teeuwen,"Hans is back with his seventh solo show. Manic as in his younger years, amoral, confrontational, and full of character assassinations on important people and institutions.","Dutch, English, French",Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BZWJmZjI4N2UtZjU1Mi00Yzg4LTliZjEtMWI1Y2Y0MzBjMTBiXkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,151,tt9106766,movie,N/A,N/A,N/A,N/A,
True,,Chris D'Elia: Incorrigible,Chris D'Elia: Incorrigible,2015,TV-MA,17 Apr 2015,83 min,Comedy,Bill D'Elia,Chris D'Elia,Chris D'Elia,"Stand-up comedian Chris D'Elia covers everything from grown-up babies, to evil dating and an NFL with real giants, lions and bears, oh my!",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDIxMDA4YTMtYmJlMi00NTYyLWE2NmQtMWEzZDlkYzIzMmNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"1,618",tt4624852,movie,N/A,N/A,N/A,N/A,
True,,Miss in Kiss,Miss in Kiss,2016–2017,N/A,27 Apr 2016,30 min,"Drama, Romance",N/A,Kaoru Tada,"Dino Lee, Esther Wu, Shih-Lun Chiu","A quirk of fate sends an ordinary, sweet-natured high school girl and her father into the home of the school genius, on whom she has a huge crush.","Min Nan, Mandarin, Chinese",Taiwan,N/A,https://m.media-amazon.com/images/M/MV5BODRlMDA4MzUtNDI3ZC00OTliLTllYjQtNjM1Zjg4ZGRiMmZjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,127,tt6954524,series,,,,,1
True,,Ordinary People,Ordinary People,1980,R,19 Sep 1980,124 min,Drama,Robert Redford,"Judith Guest, Alvin Sargent, Nancy Dowd","Donald Sutherland, Mary Tyler Moore, Judd Hirsch","The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",English,United States,Won 4 Oscars. 21 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BODkyODllNDQtMTRjZS00ZGM5LWFmYmQtMzlhZjNhZjgwOGVhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.7,"58,437",tt0081283,movie,N/A,"$54,766,923",N/A,N/A,
False,Movie not found!,"Have You Ever Fallen in Love, Miss Jiang?",,,,,,,,,,,,,,,,,,,,,,,,,
True,,Couple Of Days,Couple of Days,2016,N/A,05 Feb 2016,102 min,Drama,Tolu Lordtanner,Tolu Lordtanner,"Ademola Adedoyin, Unoaku Anyadike, Lilian Esoro","Three couples, each in different phases of romance, head to Ibadan for a fun and frisky holiday. But secrets soon spill, causing trouble in paradise.",English,Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BOWQ0NzVhM2UtNGNjYS00YzVjLWE0ODEtOGFmNzQxNDU1MDdkXkEyXkFqcGdeQXVyOTg4MDU4MDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,27,tt9741588,movie,N/A,N/A,N/A,N/A,
True,,Kara Bela,Kara Bela,2015,N/A,18 Sep 2015,105 min,"Action, Adventure, Comedy",Burak Aksak,Burak Aksak,"Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil","After the death of his wife and father, Kudret, who has always lived by the book, decides to go on a road trip to save a girl.",Turkish,Turkey,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU0NDYyMDc4NV5BMl5BanBnXkFtZTgwNzE5ODA3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"9,946",tt4974684,movie,N/A,N/A,N/A,N/A,
True,,Vince & Kath & James,Vince & Kath & James,2016,N/A,25 Dec 2016,116 min,Romance,Theodore Boborol,"Daisy Cayanan, Kim Noromor, Anjanette Haw","Julia Barretto, Joshua Garcia, Ronnie Alonte","Senior engineering student Vince has a crush on go-getter and fellow engineering student Kath. Just when he's about to confess his feelings for her, his varsity-basketball-player cousin James begs to build him up to Kath by preten...","Tagalog, Filipino",Philippines,3 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMTc2MzNjMGEtNmRiNi00ZDZiLWFmNzMtMDBlZWRlZTIzNDAxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,425,tt6271264,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Santa Pac's Merry Berry Day,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Carlos Ballarta: el amor es de putos,Carlos Ballarta: El amor es de putos,2016,TV-MA,21 Nov 2016,67 min,Comedy,"Raúl Campos, Jan Suter",Carlos Ballarta,Carlos Ballarta,N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BZGIyMDg3ZjEtNjI0My00NThiLThiMWEtY2M5YTk5OTJkNzAwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,254,tt6268852,movie,N/A,N/A,N/A,N/A,
True,,Sen Benim HerŞeyimsin,Sen Benim HerSeyimsin,2016,N/A,09 Dec 2016,107 min,Comedy,Tolga Örnek,"Guillermo Ríos, Leticia López Margalli, Eugenio Derbez","Tolga Çevik, Melis Birkan, Tuna Çevik",A dramatic story about a girl and her giving father.,Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BM2VjYzIwMDAtN2VmOS00MmZkLTk4ZDktYzZjZGFkMzhhMjA0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"3,079",tt5748380,movie,N/A,N/A,N/A,N/A,
True,,Saawan,Saawan,2016,N/A,01 Jul 2016,137 min,"Drama, Thriller",Farhan Alam,Mashood Qadri,"Saleem Mairaj, Syed Karam Hussain, Arif Bahalim","A handicapped 9-year old boy who lives in a valley in the mountains of Balochistan is rejected by his father, intimidated by society, harassed by friends and left alone due to his disability. Strengthened by memories and dreams of...",Urdu,Pakistan,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYzkwYjYyNDUtYWY1OS00ZDJjLWFkMTMtNDgwNjE4NzE0MzZkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,290,tt5580778,movie,N/A,N/A,N/A,N/A,
True,,A Chaster Marriage,A Chaster Marriage,2016,N/A,09 Sep 2016,98 min,"Comedy, Romance",Umut Kirca,"Yasar Arak, Ömer Pinar","Emre Karayel, Ceren Moray, Begüm Kütük","Zafer(Emre Karayel), who is in love with Duygu(Begüm Kütük) and the football team he is a fan of, is one of those men who never grow up. One day, he finds himself in a marriage he doesn't want, forced by his father.",Turkish,Turkey,2 nominations,https://m.media-amazon.com/images/M/MV5BNzQyNWFmNTMtOWVjMS00ZDE0LTkwMmUtZTQwNjM3ZjJhMTA5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"1,095",tt5985820,movie,N/A,N/A,N/A,N/A,
True,,Misunderstanding,Misunderstanding,2018,N/A,13 Feb 2019,89 min,"Drama, Mystery, Thriller",Ahmad Reza Mo'tamedi,Ahmad Reza Mo'tamedi,"Merila Zare'i, Kambiz Dirbaz, Pejman Jamshidi",Some college students who study cinema take a rich girl as a hostage hoping to become actors but little by little things gets more complicated making difficult for them to distinguish the real from the unreal.,Persian,Iran,5 nominations,https://m.media-amazon.com/images/M/MV5BYmRlOWQ0MGEtZmE3YS00MTE5LTk1MDAtMTJjM2Q3NjJkYjNmXkEyXkFqcGdeQXVyMTAxODQ2NDU1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,209,tt7897316,movie,N/A,N/A,N/A,N/A,
True,,Eddie: Strongman,Eddie - Strongman,2015,TV-14,04 Oct 2017,98 min,Documentary,Matt Bell,N/A,"Hafþór Júlíus Björnsson, Colin Bryce, Geoff Capes","Truck mechanic, husband and father of two, Eddie Hall wants to be the World's Strongest Man. This feature documentary vividly illustrates the sacrifices that this extremely driven man must make to chase his dream. He will stop at ...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTY5NjU5MTYwNl5BMl5BanBnXkFtZTgwMzQxMDY0NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"1,230",tt4334636,movie,N/A,N/A,N/A,N/A,
True,,Extremis,Extremis,2016,TV-PG,16 Sep 2016,24 min,"Documentary, Short",Dan Krauss,N/A,"Monica Bhargava, Jessica Zitter","Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices.",English,United States,Nominated for 1 Oscar. 2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMjM5OTc3NzMyOF5BMl5BanBnXkFtZTgwMzU1MDU5OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"2,608",tt5538078,movie,N/A,N/A,N/A,N/A,
True,,Cedric the Entertainer: Live from the Ville,Cedric the Entertainer: Live from the Ville,2016,N/A,16 Sep 2016,60 min,Comedy,Troy Miller,Cedric The Entertainer,"Cedric The Entertainer, Tennessee State University Marching Band","Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk.""",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ5NzgxNDcxOV5BMl5BanBnXkFtZTgwMTg1NjEwMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,751,tt5753806,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Wedding Association 2: Circumcision,,,,,,,,,,,,,,,,,,,,,,,,,
True,,One in a Billion,One in a Billion,2016,N/A,02 Nov 2016,69 min,"Documentary, Sport",Roman Gackowski,N/A,"Dan Barto, Balbir Singh Bhamara, Satnam Singh Bhamara","In a country of 1.2 billion people and in a sport with billions of fans worldwide, there has yet to be a single Indian-born player drafted in the NBA. One in a Billion follows the global journey of Satnam Singh Bhamara from his ho...","English, Punjabi",United States,N/A,https://m.media-amazon.com/images/M/MV5BOTdkZWY2NWEtODVkMS00NDg2LThmYTAtNzA0NTFjNzNmMzAzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,595,tt6045798,movie,N/A,N/A,N/A,N/A,
True,,Brahman Naman,Brahman Naman,2016,N/A,07 Jul 2016,95 min,Comedy,Qaushiq Mukherjee,Naman Ramachandran,"Shashank Arora, Tanmay Dhanania, Chaitanya Varad","This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything, except how to talk to women.",English,"India, United Kingdom",2 nominations,https://m.media-amazon.com/images/M/MV5BMjkzN2E5ZDItNTQ5ZC00YTc0LWE4MzYtZjFhYmNhNWQ1NWYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.5,"2,044",tt5240748,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,XV Beyond the Tryline,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Virunga: Gorillas in Peril,Virunga: Gorillas in Peril,2015,N/A,06 Feb 2015,28 min,Documentary,Lisa Kors,Lisa Kors,"Soledad O'Brien, Jonathan Baillie, André Bauma","A behind the scenes look at the Academy Award nominated original documentary, Virunga, from Executive Producer Leonardo DiCaprio. Hosted by Soledad O'Brien, go inside the incredible, true story of Virunga National Park, one of the...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzQ5M2Y4ZjctODlkYi00ZTlmLWEwYmYtZTliMjRjYThkZjFlXkEyXkFqcGdeQXVyMDUzOTgyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,34,tt4677816,movie,N/A,N/A,N/A,N/A,
True,,Santa Banta Pvt Ltd,Santa Banta Pvt Ltd,2016,N/A,22 Apr 2016,112 min,"Comedy, Crime, Drama",Akashdeep Sabir,"Lawrence John, Akashdeep Sabir","Boman Irani, Vir Das, Neha Dhupia",Two friends and their sweet and endearing misadventures and one of these misadventures sees them land in the middle of a kidnapping investigation.,"English, Hindi",India,N/A,https://m.media-amazon.com/images/M/MV5BNDZjNDgwNmUtNDkxMC00MzQ3LWFjYWMtYTRjYTc2ZGU2ZjAzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.7/10'}]",N/A,2.7,320,tt2909396,movie,N/A,N/A,N/A,N/A,
True,,Jada,Jada,2019,N/A,06 Dec 2019,132 min,"Drama, Sport",Kumaran,N/A,"Kathir, Roshni Prakash, Yogi Babu",A team of passionate football players goes through some unexpected hurdles while participating in a local tournament in a village.,Tamil,India,N/A,https://m.media-amazon.com/images/M/MV5BZjUyZGVhMGQtMzQ3NC00NDhmLWIyZmUtNGY1YWQ1ODg3MDNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,179,tt9769714,movie,N/A,N/A,N/A,N/A,
True,,Grandmother's Farm Part 2,Grandmother's Farm Part 2,2015,N/A,07 May 2015,80 min,"Comedy, Horror, Thriller",Ahmed Zain,Ibrahim Bin Mohamed,"Mansoor Al-Fili, Salama Almazrouei, Abdullah Alramsi","After the mysterious events that occurred to 5 five friends on the farm (in part 1), they decided to go for a new adventure trip set off from Abu Dhabi to Fujairah in an mood of funny situations, but they face more frightening eve...",Arabic,United Arab Emirates,N/A,https://m.media-amazon.com/images/M/MV5BNzc0NGM0MTgtZmY2ZS00NzU2LThmMTMtMDY0MTBhYzkyZjViXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,75,tt4658908,movie,N/A,N/A,N/A,N/A,
True,,Dieter Nuhr: Nuhr in Berlin,Dieter Nuhr: Nuhr in Berlin,2016,Not Rated,15 Nov 2016,69 min,Comedy,Volker Weicker,Dieter Nuhr,Dieter Nuhr,"The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang.",German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BYWU0NTNiMTctNDA5MC00NzA5LWFmMTctYjEzOTk2NzIxZWM0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,79,tt6959666,movie,N/A,N/A,N/A,N/A,
